image,group_id,original_split,assigned_split,class_ids,timestamp
camera_20260901_151225_454473_jpg.rf.3aad51bdc70ecd1cccc0a3d13fd25760.jpg,0,train,train,,2026-09-01T15:12:25.454473
camera_20260901_151230_911257_jpg.rf.1e853c975cd448e86433d0a747bbdc0c.jpg,0,train,train,,2026-09-01T15:12:30.911257
camera_20260901_151231_919515_jpg.rf.5ef2d99232221bb374ffd62ad346529b.jpg,0,train,train,,2026-09-01T15:12:31.919515
camera_20260901_151232_670356_jpg.rf.33a08e10888c8b12278447d6fab6723f.jpg,0,train,train,,2026-09-01T15:12:32.670356
camera_20260901_151236_749222_jpg.rf.215f2feaf7906da0b53207e7121b5aa4.jpg,0,train,train,,2026-09-01T15:12:36.749222
camera_20260901_151237_519234_jpg.rf.ba1107c976b109088ec7124a7b93e570.jpg,0,train,train,,2026-09-01T15:12:37.519234
camera_20260901_151238_543455_jpg.rf.965797b01ed1e242a9ea9a714e1937dd.jpg,0,train,train,,2026-09-01T15:12:38.543455
camera_20260901_151239_231908_jpg.rf.65db61c2ac68683419264416f2ab2ae1.jpg,0,train,train,,2026-09-01T15:12:39.231908
camera_20260901_151240_094894_jpg.rf.6ef52bfe9195847e1fbb493d27221250.jpg,0,train,train,,2026-09-01T15:12:40.094894
camera_20260901_151247_230259_jpg.rf.31919b67af8370fce78c3f6b82130eaa.jpg,0,train,train,,2026-09-01T15:12:47.230259
camera_20260901_151248_878193_jpg.rf.d75818a4f24ab6f26502a8009e566855.jpg,0,train,train,,2026-09-01T15:12:48.878193
camera_20260901_151251_295051_jpg.rf.d3cf366e013c0ea1c980971d5a8c7a18.jpg,0,train,train,,2026-09-01T15:12:51.295051
camera_20260901_151252_861376_jpg.rf.9157f58e1876d1270d1b5eec56de540e.jpg,0,train,train,,2026-09-01T15:12:52.861376
camera_20260901_151257_006305_jpg.rf.99f96b714ceebadaac0f5577c0b0ff30.jpg,0,train,train,,2026-09-01T15:12:57.006305
camera_20260901_151258_222353_jpg.rf.0858960651001f57c48948e15551c3a2.jpg,0,train,train,,2026-09-01T15:12:58.222353
camera_20260901_151259_326245_jpg.rf.55ec6cf22929d8b1c9942e210cf89d63.jpg,0,train,train,,2026-09-01T15:12:59.326245
camera_20260901_151300_318157_jpg.rf.795a3f7624a50ddd3ae625aeb70a0fd8.jpg,0,train,train,,2026-09-01T15:13:00.318157
camera_20260901_151305_884959_jpg.rf.825ca7ff9c7733012bde4e0233b9d0cb.jpg,0,train,train,,2026-09-01T15:13:05.884959
camera_20260901_151307_313731_jpg.rf.5dc1da2b755e2f6cbe92060303732172.jpg,0,train,train,,2026-09-01T15:13:07.313731
camera_20260901_151308_430543_jpg.rf.a61a2be54a6b03cea8021ba1da66d240.jpg,0,train,train,,2026-09-01T15:13:08.430543
camera_20260901_151311_582951_jpg.rf.7d7df6dcd26bf94b48ab56f47a471946.jpg,0,train,train,,2026-09-01T15:13:11.582951
camera_20260901_151312_543335_jpg.rf.cd030aff449de10b1ffe0c18c85c31da.jpg,0,train,train,,2026-09-01T15:13:12.543335
camera_20260901_151313_630653_jpg.rf.edf3e4ee489825b4cd0b60a2ce3accf3.jpg,0,train,train,,2026-09-01T15:13:13.630653
camera_20260901_151314_957297_jpg.rf.67a579c133131430a15a0091bdf6e7f6.jpg,0,train,train,,2026-09-01T15:13:14.957297
camera_20260901_150801_423357_jpg.rf.bf52cb3cad6bdf0d38d8478b778dbdd4.jpg,1,val,val,59,2026-09-01T15:08:01.423357
camera_20260901_150802_702644_jpg.rf.4c16e095105831991bdf4368100c9093.jpg,1,val,val,59,2026-09-01T15:08:02.702644
camera_20260901_150803_840041_jpg.rf.b652a9de89ef7a5f0da194e8ee03475d.jpg,1,val,val,59,2026-09-01T15:08:03.840041
camera_20260901_150804_893032_jpg.rf.9aaf5977b307758c0e64d4cfc40e99ac.jpg,1,val,val,59,2026-09-01T15:08:04.893032
camera_20260901_150806_655900_jpg.rf.85c3866b9fadef8671e0b1b7a3464223.jpg,1,val,val,59,2026-09-01T15:08:06.655900
camera_20260901_150808_382452_jpg.rf.d82ffc1bda4f10858630111adc56a8e2.jpg,1,val,val,59,2026-09-01T15:08:08.382452
camera_20260901_150809_807515_jpg.rf.280a49ac18dcd603a6c2be7316da2441.jpg,1,val,val,59,2026-09-01T15:08:09.807515
camera_20260901_150814_078252_jpg.rf.158702280a18e83c7feafb8630c2fdae.jpg,1,val,val,59,2026-09-01T15:08:14.078252
camera_20260901_150818_717624_jpg.rf.0d7e8bc00c2c6c631667488b046bf2ee.jpg,1,val,val,59,2026-09-01T15:08:18.717624
camera_20260901_150820_765879_jpg.rf.55e42e31a867b9d28ee8a1a5247d5b9c.jpg,1,val,val,59,2026-09-01T15:08:20.765879
camera_20260901_150821_805286_jpg.rf.4e88ece6e1fb78f8d11217d7327f91b0.jpg,1,val,val,59,2026-09-01T15:08:21.805286
camera_20260901_150824_750891_jpg.rf.c1ba8f602b2f103046cd4210e8267a42.jpg,1,val,val,59,2026-09-01T15:08:24.750891
camera_20260901_150825_933943_jpg.rf.3a24ebc511c046aacc47fa7e98d329f2.jpg,1,val,val,59,2026-09-01T15:08:25.933943
camera_20260901_150827_232118_jpg.rf.bad62dbf5aad5baa925e6f968b38e755.jpg,1,val,val,59,2026-09-01T15:08:27.232118
camera_20260901_150829_230413_jpg.rf.b0032310e4633044381346c0c19e5985.jpg,1,val,val,59,2026-09-01T15:08:29.230413
camera_20260901_150830_782858_jpg.rf.8326c4ad8a407648fa2829cd5105ab5c.jpg,1,val,val,59,2026-09-01T15:08:30.782858
camera_20260901_150832_271815_jpg.rf.98c5342b04868f4f11c0a5883b58e39e.jpg,1,val,val,59,2026-09-01T15:08:32.271815
camera_20260901_150833_758101_jpg.rf.ffb05ae98e9837ed598d639f76c7e3e9.jpg,1,val,val,59,2026-09-01T15:08:33.758101
camera_20260901_150838_079785_jpg.rf.463475d12776e8f8507c6fdeceb8f00b.jpg,1,val,val,59,2026-09-01T15:08:38.079785
camera_20260901_150839_230414_jpg.rf.3c07cdceacb1a39d4b88f4ce6bebf924.jpg,1,val,val,59,2026-09-01T15:08:39.230414
camera_20260901_150840_399597_jpg.rf.407d6680eb228a822d374cfc4c454884.jpg,1,val,val,59,2026-09-01T15:08:40.399597
camera_20260901_150841_390521_jpg.rf.9ee440bd4883a89d6a3a4d6821c9b25b.jpg,1,val,val,59,2026-09-01T15:08:41.390521
camera_20260901_150842_845910_jpg.rf.0c3ef5cef8a8de916bf56b1b6aeb010c.jpg,1,val,val,59,2026-09-01T15:08:42.845910
camera_20260901_150843_869925_jpg.rf.cc2658db772976fb725fe38efa32440e.jpg,1,val,val,59,2026-09-01T15:08:43.869925
camera_20260901_150845_630809_jpg.rf.c2ba869b5b83105e860d27570c4a434d.jpg,1,val,val,59,2026-09-01T15:08:45.630809
camera_20260901_150851_022702_jpg.rf.fdbd10ba8beb86d9a9b5e033b9d95082.jpg,1,val,val,59,2026-09-01T15:08:51.022702
camera_20260901_150852_591940_jpg.rf.ee9d8c6b61c309c7549061bbde3fa324.jpg,1,val,val,59,2026-09-01T15:08:52.591940
camera_20260901_150637_468695_jpg.rf.fac9b4b0a279aff9fda7496d38a59820.jpg,2,test,test,57,2026-09-01T15:06:37.468695
camera_20260901_150639_167690_jpg.rf.8bba4d1e69da3addac4087f23de27795.jpg,2,test,test,57,2026-09-01T15:06:39.167690
camera_20260901_150640_592544_jpg.rf.7ca6d49812e3daaebfbf308faad0d6e2.jpg,2,test,test,57,2026-09-01T15:06:40.592544
camera_20260901_150641_774715_jpg.rf.bf99c60bb48a757d2d80bba723276f79.jpg,2,test,test,57,2026-09-01T15:06:41.774715
camera_20260901_150643_247765_jpg.rf.74c81735f85e1fdcedf287faefdabe92.jpg,2,test,test,57,2026-09-01T15:06:43.247765
camera_20260901_150644_303870_jpg.rf.a1bbc74b0e6d194e2b47c2799d43fbc8.jpg,2,test,test,57,2026-09-01T15:06:44.303870
camera_20260901_150645_950598_jpg.rf.98d9c4a994ff8843b27db7385db2005a.jpg,2,test,test,57,2026-09-01T15:06:45.950598
camera_20260901_150647_149706_jpg.rf.b25ec92963c731235e80f1cf6dc7f1fa.jpg,2,test,test,57,2026-09-01T15:06:47.149706
camera_20260901_150648_702277_jpg.rf.8dc68642a41ba0c607bcf259639d8804.jpg,2,test,test,57,2026-09-01T15:06:48.702277
camera_20260901_150651_886425_jpg.rf.0d8b3938603a7cda2522a3b89a9fc5d3.jpg,2,test,test,57,2026-09-01T15:06:51.886425
camera_20260901_150653_902316_jpg.rf.b9ff74006fb16dd7e0d6e81d7c43d479.jpg,2,test,test,57,2026-09-01T15:06:53.902316
camera_20260901_150655_070490_jpg.rf.bb5f62d5a86a4c71749ed446cf257f15.jpg,2,test,test,57,2026-09-01T15:06:55.070490
camera_20260901_150656_271214_jpg.rf.7394b79464ade27e77291f57f1e35259.jpg,2,test,test,57,2026-09-01T15:06:56.271214
camera_20260901_150657_695100_jpg.rf.9a37b2d781d482cb621ff57c00ec2630.jpg,2,test,test,57,2026-09-01T15:06:57.695100
camera_20260901_150658_591514_jpg.rf.2d4d73d1c59a65b02f094a0d08de1b1f.jpg,2,test,test,57,2026-09-01T15:06:58.591514
camera_20260901_150659_902252_jpg.rf.5c4e1e215aa0bd914c6c558d2efa5993.jpg,2,test,test,57,2026-09-01T15:06:59.902252
camera_20260901_150701_104905_jpg.rf.af11127150f419d0fa5c16571085466a.jpg,2,test,test,57,2026-09-01T15:07:01.104905
camera_20260901_150702_798330_jpg.rf.f97b6ed107312bd9a2319227976d47e0.jpg,2,test,test,57,2026-09-01T15:07:02.798330
camera_20260901_150708_335213_jpg.rf.b2ae99f7e1b130174135cb1d88e3f4f5.jpg,2,test,test,57,2026-09-01T15:07:08.335213
camera_20260901_150709_553156_jpg.rf.9a227b2b594e72ef3e47fcf5921f301a.jpg,2,test,test,57,2026-09-01T15:07:09.553156
camera_20260901_150712_701986_jpg.rf.90beea258885ffa3c26438716f611df7.jpg,2,test,test,57,2026-09-01T15:07:12.701986
camera_20260901_150713_759190_jpg.rf.8604c7c1bc00cba4c962a919b8c2bbbe.jpg,2,test,test,57,2026-09-01T15:07:13.759190
camera_20260901_150715_888578_jpg.rf.e2b6f286a872f1961e49bd39a3dcd094.jpg,2,test,test,57,2026-09-01T15:07:15.888578
camera_20260901_150719_167350_jpg.rf.0a2498c522f8a5c27ea12bfc16b77dcf.jpg,2,test,test,57,2026-09-01T15:07:19.167350
camera_20260901_150720_254656_jpg.rf.5be8fcfdf80adc18e270d648da922ab1.jpg,2,test,test,57,2026-09-01T15:07:20.254656
camera_20260901_150721_709843_jpg.rf.767cd5203b4e5289f0d2a21f084269c4.jpg,2,test,test,57,2026-09-01T15:07:21.709843
camera_20260901_150045_977482_jpg.rf.6bcdf2f6219edc3f0f698cc9d131f713.jpg,3,train,train,13,2026-09-01T15:00:45.977482
camera_20260901_150047_113314_jpg.rf.b62aaa0ebb4d03bece6375d992df399c.jpg,3,train,train,13,2026-09-01T15:00:47.113314
camera_20260901_150048_628425_jpg.rf.1b2119695754787d5c2d4676ec70d379.jpg,3,train,train,13,2026-09-01T15:00:48.628425
camera_20260901_150049_653126_jpg.rf.b1523020525acbe1d073b6d513c24dd2.jpg,3,train,train,13,2026-09-01T15:00:49.653126
camera_20260901_150050_885270_jpg.rf.1d909020a34cc30bc6e6639b7a698e23.jpg,3,train,train,13,2026-09-01T15:00:50.885270
camera_20260901_150053_110964_jpg.rf.28b953d9c36959f9712b039f499f0e32.jpg,3,train,train,13,2026-09-01T15:00:53.110964
camera_20260901_150054_564377_jpg.rf.d7e824b1c0b3d70fb5c1196a05b0e99b.jpg,3,train,train,13,2026-09-01T15:00:54.564377
camera_20260901_150056_309141_jpg.rf.405ea65ea40e1cbc7107270959963153.jpg,3,train,train,13,2026-09-01T15:00:56.309141
camera_20260901_150059_461896_jpg.rf.920e2fc022ce47be9343b546764afda8.jpg,3,train,train,13,2026-09-01T15:00:59.461896
camera_20260901_150100_854612_jpg.rf.86ae110257167e413f982d23c0a0ca1e.jpg,3,train,train,13,2026-09-01T15:01:00.854612
camera_20260901_150104_599994_jpg.rf.510fe037987fe1cb9d0d9c18d3ca047f.jpg,3,train,train,13,2026-09-01T15:01:04.599994
camera_20260901_150105_893879_jpg.rf.ea486dfcdf850d5b3bdff5c7895a7af5.jpg,3,train,train,13,2026-09-01T15:01:05.893879
camera_20260901_150107_588228_jpg.rf.63995fde91a079ee81ad64c18d491159.jpg,3,train,train,13,2026-09-01T15:01:07.588228
camera_20260901_150108_710102_jpg.rf.e29792bcdd3cea9453707b36c16d6520.jpg,3,train,train,13,2026-09-01T15:01:08.710102
camera_20260901_150109_975117_jpg.rf.a8ce6a6c60605f179d56f972d8af0f19.jpg,3,train,train,13,2026-09-01T15:01:09.975117
camera_20260901_150113_127217_jpg.rf.d41969286a49ae2d9df38d517cf229d2.jpg,3,train,train,13,2026-09-01T15:01:13.127217
camera_20260901_150114_278766_jpg.rf.1fe00439985db8bb8fef7b603793def9.jpg,3,train,train,13,2026-09-01T15:01:14.278766
camera_20260901_150116_006282_jpg.rf.a986ac6d411e74a0623ca1c11c5227ff.jpg,3,train,train,13,2026-09-01T15:01:16.006282
camera_20260901_150117_253637_jpg.rf.e5e4ac68391669adde8b28d72a43603e.jpg,3,train,train,13,2026-09-01T15:01:17.253637
camera_20260901_150119_347963_jpg.rf.09975796a482c7eff080c825ba82a3c7.jpg,3,train,train,13,2026-09-01T15:01:19.347963
camera_20260901_150120_437284_jpg.rf.ae50e711c15f0872d8fa7b80ee155688.jpg,3,train,train,13,2026-09-01T15:01:20.437284
camera_20260901_150122_293477_jpg.rf.df71e0d2da009870fef05531a02efc09.jpg,3,train,train,13,2026-09-01T15:01:22.293477
camera_20260901_150123_429713_jpg.rf.6308ca2081841dffbad1ebde68cd50ca.jpg,3,train,train,13,2026-09-01T15:01:23.429713
camera_20260901_150126_935128_jpg.rf.d986f1c069a3354911389ae4e75c1e23.jpg,3,train,train,13,2026-09-01T15:01:26.935128
camera_20260901_150130_453386_jpg.rf.0206663f2d4c0d3edc26d3bd908d24a5.jpg,3,train,train,13,2026-09-01T15:01:30.453386
camera_20260901_151000_461828_jpg.rf.c190b64d978debc44354c8e5658ef013.jpg,4,train,train,47,2026-09-01T15:10:00.461828
camera_20260901_151002_079744_jpg.rf.6607fb1b2b56925bf6a0d66bcdfc1d2f.jpg,4,train,train,47,2026-09-01T15:10:02.079744
camera_20260901_151004_238113_jpg.rf.372262b8188c4d9b0ea50b77b297396a.jpg,4,train,train,47,2026-09-01T15:10:04.238113
camera_20260901_151007_119398_jpg.rf.97d9b0c2cd6109c7470774a58cbff1c0.jpg,4,train,train,47,2026-09-01T15:10:07.119398
camera_20260901_151008_110320_jpg.rf.159c38cf22b572413a6fc1cd4c6c1dc4.jpg,4,train,train,47,2026-09-01T15:10:08.110320
camera_20260901_151009_311536_jpg.rf.cbf412aa7c44ae72a1aa9d215ced7984.jpg,4,train,train,47,2026-09-01T15:10:09.311536
camera_20260901_151010_462896_jpg.rf.29355a264603e2ba43282874e6db8c62.jpg,4,train,train,47,2026-09-01T15:10:10.462896
camera_20260901_151013_311744_jpg.rf.664089f5e11da4fd58c1047d8ec2f7d8.jpg,4,train,train,47,2026-09-01T15:10:13.311744
camera_20260901_151014_382751_jpg.rf.a9f8872fcc1211e01b581cfd919ef0da.jpg,4,train,train,47,2026-09-01T15:10:14.382751
camera_20260901_151015_502152_jpg.rf.d8a023928274d5d68ee87a286a9519bf.jpg,4,train,train,47,2026-09-01T15:10:15.502152
camera_20260901_151016_607649_jpg.rf.0693d089697bc8eda2b8525a084d5c55.jpg,4,train,train,47,2026-09-01T15:10:16.607649
camera_20260901_151017_663591_jpg.rf.995b913d16de262b0c78acdced4f00e3.jpg,4,train,train,47,2026-09-01T15:10:17.663591
camera_20260901_151018_686288_jpg.rf.2f9a983a57bf2e362ccf2063cbede644.jpg,4,train,train,47,2026-09-01T15:10:18.686288
camera_20260901_151019_887176_jpg.rf.889e026ced2b978b15720d7ce76ea2c6.jpg,4,train,train,47,2026-09-01T15:10:19.887176
camera_20260901_151021_501172_jpg.rf.11e40ca88b02dab22e71010356e21736.jpg,4,train,train,47,2026-09-01T15:10:21.501172
camera_20260901_151022_621416_jpg.rf.0e50210851ebd0af0a7d884d1df17bec.jpg,4,train,train,47,2026-09-01T15:10:22.621416
camera_20260901_151023_759488_jpg.rf.7816208a205e49607ee4bdb9019b04e2.jpg,4,train,train,47,2026-09-01T15:10:23.759488
camera_20260901_150534_830632_jpg.rf.33962df64800bb2d7bada9acc2ae4862.jpg,5,train,train,5,2026-09-01T15:05:34.830632
camera_20260901_150536_192727_jpg.rf.80144f715ce59b8462a0277443dffb98.jpg,5,train,train,5,2026-09-01T15:05:36.192727
camera_20260901_150539_214368_jpg.rf.270006dc553eeef79921733cfbf10277.jpg,5,train,train,5,2026-09-01T15:05:39.214368
camera_20260901_150540_862813_jpg.rf.fe006552e3a6767e65a2514ebeec4c9e.jpg,5,train,train,5,2026-09-01T15:05:40.862813
camera_20260901_150542_751467_jpg.rf.26fbf8b75a627bc8da0bfe067784115a.jpg,5,train,train,5,2026-09-01T15:05:42.751467
camera_20260901_150545_870326_jpg.rf.c703bc9820b20b79dde13739269ab6f8.jpg,5,train,train,5,2026-09-01T15:05:45.870326
camera_20260901_150547_470686_jpg.rf.a8dba9f20b8d75aacbcf0ca4a6658208.jpg,5,train,train,5,2026-09-01T15:05:47.470686
camera_20260901_150550_670827_jpg.rf.f4a3c7909e5d0f2b325e07028d68778b.jpg,5,train,train,5,2026-09-01T15:05:50.670827
camera_20260901_150554_525839_jpg.rf.5bbb84a08ee30fd90f7da955d165d1e4.jpg,5,train,train,5,2026-09-01T15:05:54.525839
camera_20260901_150555_885576_jpg.rf.095a1d2b6086eaa71a7a75aecb9be6d0.jpg,5,train,train,5,2026-09-01T15:05:55.885576
camera_20260901_150556_750148_jpg.rf.5c7ee3e7dbf65c5412f1864723135182.jpg,5,train,train,5,2026-09-01T15:05:56.750148
camera_20260901_150558_029716_jpg.rf.9403fcdd98c95613bf3b80cd1367ea16.jpg,5,train,train,5,2026-09-01T15:05:58.029716
camera_20260901_150559_167802_jpg.rf.212e77ccf75e49e282912ca2bb4721a3.jpg,5,train,train,5,2026-09-01T15:05:59.167802
camera_20260901_150600_557977_jpg.rf.a23bc2993d8da0a56fa78cac045d22f8.jpg,5,train,train,5,2026-09-01T15:06:00.557977
camera_20260901_150601_421910_jpg.rf.100596f2e92bc7f64745d37a2931128a.jpg,5,train,train,5,2026-09-01T15:06:01.421910
camera_20260901_150602_047399_jpg.rf.423acfa1b2c762bf625da861cf9a6209.jpg,5,train,train,5,2026-09-01T15:06:02.047399
camera_20260901_145055_045617_jpg.rf.252c5e8a33d706d9a08fa3156f7fc889.jpg,6,train,train,46,2026-09-01T14:50:55.045617
camera_20260901_145057_205407_jpg.rf.e3b406964b84ff182d96144ce361ba0a.jpg,6,train,train,46,2026-09-01T14:50:57.205407
camera_20260901_145059_813364_jpg.rf.5ee69ff59b97ac6bedf081027904d880.jpg,6,train,train,46,2026-09-01T14:50:59.813364
camera_20260901_145102_596773_jpg.rf.0b4c74bfc8f4b7fa6e35d100e854e0eb.jpg,6,train,train,46,2026-09-01T14:51:02.596773
camera_20260901_145104_053353_jpg.rf.d6b1a7de64918530826ca5fdc8b914ad.jpg,6,train,train,46,2026-09-01T14:51:04.053353
camera_20260901_145106_455127_jpg.rf.f29386c660687a4fb3ab7667eed2ff21.jpg,6,train,train,46,2026-09-01T14:51:06.455127
camera_20260901_145107_701427_jpg.rf.8cf9ce2d3f1580ce80d448dc9dd53339.jpg,6,train,train,46,2026-09-01T14:51:07.701427
camera_20260901_145112_644607_jpg.rf.481727bde338d108cbd9bd3ec435f2a5.jpg,6,train,train,46,2026-09-01T14:51:12.644607
camera_20260901_145114_038943_jpg.rf.c1553d075e46a0deb3a185d930869060.jpg,6,train,train,46,2026-09-01T14:51:14.038943
camera_20260901_145115_797623_jpg.rf.77ca4b1ce58ac64453e5c9ae87260c11.jpg,6,train,train,46,2026-09-01T14:51:15.797623
camera_20260901_145117_542199_jpg.rf.1cf09c13d8a1fb626e898a9919c57c4f.jpg,6,train,train,46,2026-09-01T14:51:17.542199
camera_20260901_145119_575389_jpg.rf.2d793e0d6857d445aa368cec26b33440.jpg,6,train,train,46,2026-09-01T14:51:19.575389
camera_20260901_145120_630614_jpg.rf.f6fc98cd5f046e2a292006b47059c511.jpg,6,train,train,46,2026-09-01T14:51:20.630614
camera_20260901_145121_861633_jpg.rf.763a419a2fcdc354b68b89ea5b046247.jpg,6,train,train,46,2026-09-01T14:51:21.861633
camera_20260901_145125_862592_jpg.rf.43ffffc72c4ce83e55e939bf63302944.jpg,6,train,train,46,2026-09-01T14:51:25.862592
camera_20260901_145131_574309_jpg.rf.45b4adb6925f137ab20699c600242980.jpg,6,train,train,46,2026-09-01T14:51:31.574309
camera_20260901_145211_270070_jpg.rf.591247a376c3e0fa2051eb8c100e4068.jpg,7,train,train,48,2026-09-01T14:52:11.270070
camera_20260901_145212_261064_jpg.rf.c7d42b3d6d3571f6556cf80d854c692e.jpg,7,train,train,48,2026-09-01T14:52:12.261064
camera_20260901_145213_400367_jpg.rf.9939e1be3ba93e6e9f0703b415afbd24.jpg,7,train,train,48,2026-09-01T14:52:13.400367
camera_20260901_145214_949594_jpg.rf.b8ef63fb52f75974f2b8ae76d9a10012.jpg,7,train,train,48,2026-09-01T14:52:14.949594
camera_20260901_145216_246065_jpg.rf.66a794d3190b36c7690e6cae2b986e85.jpg,7,train,train,48,2026-09-01T14:52:16.246065
camera_20260901_145217_461918_jpg.rf.73610ad22296995ff8fafa8bf09f2c99.jpg,7,train,train,48,2026-09-01T14:52:17.461918
camera_20260901_145219_029681_jpg.rf.7cbdddfca563c81447cd2f00cbf45311.jpg,7,train,train,48,2026-09-01T14:52:19.029681
camera_20260901_145222_934869_jpg.rf.380c6392755f005f3386ec538abf472d.jpg,7,train,train,48,2026-09-01T14:52:22.934869
camera_20260901_145223_957595_jpg.rf.5354523c4337c911dcf7340ea6d81432.jpg,7,train,train,48,2026-09-01T14:52:23.957595
camera_20260901_145225_254571_jpg.rf.511ab8f4bbb5de1eff9855ee4fb4606c.jpg,7,train,train,48,2026-09-01T14:52:25.254571
camera_20260901_145226_775239_jpg.rf.7f71c2485f38448d7486f3e8c11519aa.jpg,7,train,train,48,2026-09-01T14:52:26.775239
camera_20260901_145232_775174_jpg.rf.d8acdc7b5cb53dcd87b08a56d5ce61e8.jpg,7,train,train,48,2026-09-01T14:52:32.775174
camera_20260901_145233_765653_jpg.rf.a37f745a17b48a733fc0c4051b96a6f9.jpg,7,train,train,48,2026-09-01T14:52:33.765653
camera_20260901_145235_333758_jpg.rf.bb90f3f9624a194acdae737950790507.jpg,7,train,train,48,2026-09-01T14:52:35.333758
camera_20260901_132146_202125_jpg.rf.5cb44849c8e808ba9cbbeedfd6af98aa.jpg,8,test,test,50,2026-09-01T13:21:46.202125
camera_20260901_132148_168546_jpg.rf.a9ec5325427517fd78c8826b17556bc1.jpg,8,test,test,50,2026-09-01T13:21:48.168546
camera_20260901_132149_849478_jpg.rf.8645db33e92327dd56b49395bf582060.jpg,8,test,test,50,2026-09-01T13:21:49.849478
camera_20260901_132152_234772_jpg.rf.285b39e128f438efde38e64ef0827135.jpg,8,test,test,50,2026-09-01T13:21:52.234772
camera_20260901_132158_906037_jpg.rf.0f1484535bb26fe7a9355a92f379e678.jpg,8,test,test,50,2026-09-01T13:21:58.906037
camera_20260901_132200_652489_jpg.rf.0d7fe40c312d1fa7db60bc03038b35ad.jpg,8,test,test,50,2026-09-01T13:22:00.652489
camera_20260901_132202_938960_jpg.rf.312a1cbf72d7a849e30bc13b00e4aec0.jpg,8,test,test,50,2026-09-01T13:22:02.938960
camera_20260901_132204_265558_jpg.rf.cc596f5f6e38935d5ef2793a28fcfc00.jpg,8,test,test,50,2026-09-01T13:22:04.265558
camera_20260901_132209_243160_jpg.rf.7f7cc920774860323965426bab12284e.jpg,8,test,test,50,2026-09-01T13:22:09.243160
camera_20260901_132210_795437_jpg.rf.641da8704255380cc098acb495369d1b.jpg,8,test,test,50,2026-09-01T13:22:10.795437
camera_20260901_132211_963051_jpg.rf.cf95efe3368b2db0fc69be1354ce0874.jpg,8,test,test,50,2026-09-01T13:22:11.963051
camera_20260901_132213_147244_jpg.rf.94a02c9bc12a4869385d4ffaab0731cb.jpg,8,test,test,50,2026-09-01T13:22:13.147244
camera_20260901_150451_199474_jpg.rf.e556f49034b096f26f71d69a38bed1d5.jpg,9,train,train,38,2026-09-01T15:04:51.199474
camera_20260901_150452_158507_jpg.rf.813395f277efa604c0650a1edac1567a.jpg,9,train,train,38,2026-09-01T15:04:52.158507
camera_20260901_150453_119287_jpg.rf.323156746e9f38bb35337ec2d2c76fc2.jpg,9,train,train,38,2026-09-01T15:04:53.119287
