source_image,expected_class,v2_top_class,v2_top_confidence,v2_top_correct,v2_expected_found,v2_expected_confidence,v2_detection_count,v2_wrong_detection_count,v3_top_class,v3_top_confidence,v3_top_correct,v3_expected_found,v3_expected_confidence,v3_detection_count,v3_wrong_detection_count,selection_change
034_1_0002.png,general-warning,general-warning,0.895091,True,True,0.895091,1,0,general-warning,0.875947,True,True,0.875947,1,0,False
034_1_0003_1_j.png,general-warning,general-warning,0.919131,True,True,0.919131,1,0,general-warning,0.918078,True,True,0.918078,1,0,False
035_1_0002.png,pedestrian-crossing-warning,pedestrian-crossing-warning,0.960313,True,True,0.960313,1,0,pedestrian-crossing-warning,0.948592,True,True,0.948592,1,0,False
035_1_0003.png,pedestrian-crossing-warning,pedestrian-crossing-warning,0.958314,True,True,0.958314,1,0,pedestrian-crossing-warning,0.95788,True,True,0.95788,1,0,False
035_1_0004.png,pedestrian-crossing-warning,pedestrian-crossing-warning,0.962089,True,True,0.962089,1,0,pedestrian-crossing-warning,0.954968,True,True,0.954968,1,0,False
036_1_0014.png,bicycle-warning,bicycle-warning,0.914313,True,True,0.914313,1,0,bicycle-warning,0.889912,True,True,0.889912,1,0,False
036_1_0016.png,bicycle-warning,bicycle-warning,0.927285,True,True,0.927285,1,0,bicycle-warning,0.832084,True,True,0.832084,1,0,False
036_1_0019.png,bicycle-warning,bicycle-warning,0.839171,True,True,0.839171,1,0,bicycle-warning,0.818293,True,True,0.818293,1,0,False
037_0019.png,children-crossing-warning,children-crossing-warning,0.971989,True,True,0.971989,1,0,children-crossing-warning,0.940717,True,True,0.940717,1,0,False
037_0021.png,children-crossing-warning,children-crossing-warning,0.948306,True,True,0.948306,1,0,children-crossing-warning,0.956197,True,True,0.956197,1,0,False
037_1_0009.png,children-crossing-warning,children-crossing-warning,0.975812,True,True,0.975812,1,0,children-crossing-warning,0.949168,True,True,0.949168,1,0,False
038_0008.png,sharp-right-turn-warning,sharp-right-turn-warning,0.94223,True,True,0.94223,1,0,sharp-right-turn-warning,0.947793,True,True,0.947793,1,0,False
040_0011.png,steep-descent-warning,steep-descent-warning,0.903478,True,True,0.903478,1,0,steep-descent-warning,0.934932,True,True,0.934932,1,0,False
042_0002_j.png,slowdown-warning,slowdown-warning,0.943588,True,True,0.943588,1,0,slowdown-warning,0.911422,True,True,0.911422,1,0,False
042_0016_j.png,slowdown-warning,slowdown-warning,0.935122,True,True,0.935122,1,0,slowdown-warning,0.934679,True,True,0.934679,1,0,False
043_1_0021.png,crossroad-right-warning,crossroad-right-warning,0.923078,True,True,0.923078,1,0,crossroad-right-warning,0.914704,True,True,0.914704,1,0,False
045_1_0004.png,village-ahead-warning,village-ahead-warning,0.847471,True,True,0.847471,1,0,village-ahead-warning,0.668002,True,True,0.668002,2,0,False
045_1_0009.png,village-ahead-warning,village-ahead-warning,0.879821,True,True,0.879821,1,0,village-ahead-warning,0.936402,True,True,0.936402,1,0,False
046_0005_j.png,reverse-turn-warning,reverse-turn-warning,0.915317,True,True,0.915317,1,0,reverse-turn-warning,0.931249,True,True,0.931249,1,0,False
047_0002.png,railway-crossing-ahead-warning,railway-crossing-ahead-warning,0.880774,True,True,0.880774,1,0,railway-crossing-ahead-warning,0.905212,True,True,0.905212,1,0,False
047_0005.png,railway-crossing-ahead-warning,railway-crossing-ahead-warning,0.948521,True,True,0.948521,1,0,railway-crossing-ahead-warning,0.957462,True,True,0.957462,1,0,False
047_1_0003.png,railway-crossing-ahead-warning,railway-crossing-ahead-warning,0.880774,True,True,0.880774,1,0,railway-crossing-ahead-warning,0.905212,True,True,0.905212,1,0,False
048_0004.png,construction-ahead-warning,construction-ahead-warning,0.927188,True,True,0.927188,1,0,construction-ahead-warning,0.898991,True,True,0.898991,1,0,False
049_1_0010.png,winding-road-warning,winding-road-warning,0.955971,True,True,0.955971,2,1,winding-road-warning,0.877537,True,True,0.877537,1,0,False
050_1_0003.png,gated-railway-crossing-ahead-warning,gated-railway-crossing-ahead-warning,0.931599,True,True,0.931599,1,0,gated-railway-crossing-ahead-warning,0.92633,True,True,0.92633,1,0,False
051_0005_j.png,accident-prone-area-warning,accident-prone-area-warning,0.827331,True,True,0.827331,1,0,accident-prone-area-warning,0.445879,True,True,0.445879,1,0,False
052_1_0008_1_j.png,stop-sign,stop-sign,0.925032,True,True,0.925032,1,0,stop-sign,0.955232,True,True,0.955232,1,0,False
055_1_0031.png,no-entry,no-entry,0.952863,True,True,0.952863,1,0,no-entry,0.923687,True,True,0.923687,1,0,False
056_1_0010.png,give-way,give-way,0.971945,True,True,0.971945,1,0,give-way,0.95809,True,True,0.95809,1,0,False
057_0003_j.png,stop-for-inspection,stop-for-inspection,0.980898,True,True,0.980898,1,0,stop-for-inspection,0.959465,True,True,0.959465,1,0,False
